Title,Author,Body,URL
Youth who sent 'indecent' messages to ex charged over drug possession,Times of Malta,"An 18-year-old who allegedly sent ""indecent"" messages to his ex was charged in court on Thursday over aggravated drug possession. Inspectors Francesco Mizzi and Nico Zarb arraigned 18-year-old Kyrese Lares, a British national from Swieqi before magistrate Claire Stafrace Zammit, charging him with sexual harassment and possession of ecstasy and cannabis. Court was told on Thursday that the defendant’s ex-girlfriend reported Lares to the police for sexual harassment after he allegedly sent her ""indecent"" messages as well as footage purporting to show him having sex with another woman. When officers executing a search warrant at his house seized the man’s phone, they also found an undisclosed amount of cash and cannabis, as well as weighing scales. Ecstasy was also retrieved during the search, the court was told. Lares pleaded not guilty to the charges with his lawyer, Noel Bianco, requesting bail. Objections were raised by the prosecution, primarily on the grounds that his drug abuse increased the risk of him committing further offences if released from arrest. Bianco however rebutted that the man had been in possession of just one ecstasy pill that he had split in two. He said he had bought the pill and then forgotten all about it because he had smoked too much cannabis.  Bianco said the defendant’s father was in the courtroom and was willing to help him out. While acknowledging the father’s presence in court, the court said it was still “very premature” for Lares to be released. He had a drug problem that he had not yet decided whether he wanted to address, the magistrate said. Bail was denied and at the defence’s request, the court directed the prison director to house the defendant at the Young Offenders unit. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/youth-sent-indecent-messages-ex-charged-drug-possession.1091529
European police smash rare book theft ring,AFP,"European police said Thursday they had busted a criminal gang suspected of snatching at least 170 rare books written by Russian literary greats such as Alexander Pushkin or Nikolai Gogol. The suspected thieves posed as researchers at libraries, distracting staff while an accomplice replaced the valuable first editions with a copy of “outstanding quality”, Europol said. “In other cases, members simply broke into libraries and took books they had already seen earlier,” said prosecutors in Lithuania. The books “of high historical and cultural value” were stolen in seven different European countries and worth around 2.5 million euros ($2.4 million), authorities said.  RELATED STORIES  Police arrested four Georgian citizens and raided 27 locations in Georgia and Latvia. One book was recovered and many others seized that are now being examined. Leading up to the raids, three suspects had been arrested in Estonia, France and Lithuania, with another two suspects under judicial supervision in France, said Europol. Prosecutors in Georgia said the suspects had been charged with offences that could result in a sentence of between six and 10 years in prison. Poland and Baltic states said last year that 19th-century Russian literature tomes were disappearing, with originals replaced by fakes and some resurfacing later in Russia. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. Agence France-Presse is an international news agency with headquarters in Paris, France. It is the world's oldest news agency, having been founded in 1835.",https://timesofmalta.com/article/european-police-smash-rare-book-theft-ring.1091518
Prime Minister open to changing laws to protect bus drivers,Matthew Xuereb,"Robert Abela said he was open to considering legislative changes to protect bus drivers, as he urged respect for those providing the invaluable service. The Prime Minister was fielding questions from Times of Malta on whether he felt laws needed to be changed to ensure better protection of bus drivers, following at least three cases of abuse by commuters in recent weeks. The law already provides higher punishments for assaults on public officers such as the police and soldiers. The government is currently considering extending this to journalists.  Last week, a bus driver was assaulted and insulted in full view of other passengers on a Valletta-bound bus. Footage shared on social media showed a male passenger yelling at the driver to open the bus door, while the bus was moving to pick up a €50 note he allegedly saw on the ground. The man could be heard swearing and insulting the driver in Maltese. He also makes derogatory comments about the driver being ""Indian"". When the driver said he would be calling the police, the passenger turned aggressive and banged on the perspex intended to protect bus drivers.  ""If you call the police, I [will] kill you,"" he can be heard saying at one point. The footage shows the man reaching out to hit the driver on multiple occasions. Earlier in the week, about 80 passengers on a packed bus had to disembark in Msida after a man wearing safety boots kicked and shattered the glass door because the bus was too full to allow him aboard. The previous day, a bus driver was slammed on social media for ""blocking an ambulance"" when in reality he had no choice because there was a concrete truck blocking the road in front of him.   “If there’s a need to revise the laws we can do it. In truth, that’s a continuous process. ""But I appeal for more respect. Bus drivers are providing a very important service to the country and they require everyone’s respect. I condemn any form of abuse on anyone, including bus drivers. The nation needs to show more respect,” Abela said. He said assaults were already covered by heavy punishments and he was satisfied with the punishments meted out by the courts. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/prime-minister-open-changing-laws-protect-bus-drivers.1091517
Pembroke deputy mayor accused of threatening his mother,Claudia Calleja,"The deputy mayor of Pembroke has been charged with threatening his mother and causing her to fear him. Omar Elaref Arab, 32, pleaded not guilty to domestic violence against his mother in her Pembroke home where he lived with her. Police Inspector Omar Zammi said that on April 24 at about 6.30pm the mother of the accused filed a domestic violence report. She said her son had a drug addiction problem that had escalated, and she was scared of him. He was arrested at his girlfriend’s house in Valletta. Lawyer Etienne Calleja, for the accused, did not contest the arrest. He however questioned the way the arrest was carried out. Calleja said police “made a show” of the arrest with 20 police officers turning up at the house “to arrest a man in his pyjamas watching a movie.” The lawyer also asked Magistrate Claire Stafrace Zammit to issue a ban on the name of the accused saying he was a public figure as he was the deputy mayor of Pembroke. The inspector retorted that being a public figure was not a reason listed by law to ban the identity of a person from publication. The magistrate agreed saying that, if anything, a public person was more in the public domain than a private citizen unless the matter was intimately personal or involved minors. The magistrate ordered that the man be remanded in custody and recommended that the prison authorities help him address his drug addiction while in preventative custody.   You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/pembroke-deputy-mayor-accused-threatening-mother.1091516
"Benefits racket fraudsters to get presidential pardon, with conditions",Mark Laurence Zammit,"Hundreds of people who fraudulently received disability benefits they were not entitled to will be granted a presidential pardon against conditions, the government has announced. The crime will be struck off their police conduct on conditions that include they pay back all their ill-gotten gains – in full or through a repayment plan – and that they agree to testify in court against any individual they know was involved in running the racket. The pardon does not apply to those who allegedly masterminded the benefit fraud. It was discussed and approved by cabinet last week and has been signed by President Myriam Spiteri Debono. This means that hundreds of people who have been receiving around €450 monthly benefits for years after claiming they had a severe disability they did not actually suffer from will now be eligible to be granted the presidential pardon. One source close to government said, however, the pardon is not intended to let people off the hook. But the cabinet acknowledged that, as has been revealed in court, many of those who received benefits they were not entitled to were genuinely sick, poor and needed the money. For some of them, the benefit money was their livelihood, the source said, and others have illnesses that are so severe, that they would have probably been eligible for the benefit had they presented a genuine application with genuine medical certificates. Moreover, another source added, some of them claim they truly had no idea they were applying for money they were not entitled to. “What makes it even worse is that these people – some of whom were already in financial dire straits before being ordered to return all the money – now also risk being fired from their job if the court finds them guilty of the crime,” he said. “The pardon is also only intended for the small fish,” he added. Any person who was involved in masterminding, orchestrating or running any part of the racket will not be eligible for the presidential pardon. This means that popular doctor and former Labour MP Silvio Grixti and four other people who have already been charged over alleged involvement in the large-scale, years-long racket will not be pardoned. Neither will any other person who, in the future, may be charged with running the scam or any part of it. This is the latest development in the saga that has been dramatically unfolding over the past months, revealing the remarkable magnitude of the intricate racket that has so far detected 288 people had received thousands of euros in fraudulent benefits who were ordered to refund a combined more than €5 million. Many have been questioned by the police’s Financial Crimes Investigation Unit (FCID) and charged in court and most are admitting to the charges and agreeing to return their ill-gotten gains, thus getting off with a suspended sentence for defrauding the government. Evidence indicates that in many cases, Grixti provided false medical documents to help people receive the benefits. When questioned by police, some of his patients said they were truly suffering from other medical conditions and thought they were entitled to the benefit, claiming they had no idea they had been receiving illicit funds. Others had no illnesses or disabilities and admitted they were aware they were breaking the law, but said they were persuaded to apply when Labour canvassers assured them that they would never be caught and that the money was EU funds earmarked for PL supporters. Many others said they paid thousands of euros in kickbacks to their fixers. People who received benefits fraudulently will have to apply for the presidential pardon through a process during which they will also need to agree to its conditions. Those who have already been charged and sentenced in court will have the crime struck off their police conduct and those who are yet to be caught but come forward to apply for the pardon and return their ill-gotten gains will not be charged. In 2014, the government had similarly granted amnesty to some 1,000 people who had bribed public officers to acquire tampered electricity meters. Back then, the people could apply for the amnesty and not be taken to court, on condition they pay for their stolen electricity plus a fine. Earlier this month, Grixti and four other people were charged in court with playing a key role in the disability benefits racket that is believed to have cost taxpayers as much as €6 million. Handwritten ledgers found by police at the home of one of the suspected agents in the racket also indicated that beneficiaries paid sums which were split between Grixti and the go-betweens. Police combing through a laptop belonging to Grixti also told court they found document templates bearing other doctors’ names indicative of document forgery. A former cybercrime unit officer said he found more than 400 files that were deemed relevant to the investigation on the laptop. And a top social services department official told the court that the earliest recorded case in the racket dated back to 2016. The department had so far blocked payments to 321 recipients, he said. Some of those might not yet have been charged. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/benefits-racket-fraudsters-get-presidential-pardon-conditions.1091484
Three arrested for suspected drug-trafficking,Times of Malta,"Three men are under arrest after being found in possession of drugs on Wednesday. The police said they were tipped off about the suspicious movements of three people in Swatar near Birkirkara. On going to the spot, officers found two men waiting outside a car and a third in the driving seat. They acted suspiciously when the police arrived, with one of them walking to another car and attempting to drive off. He was blocked by a police car and arrested. Officers also arrested the other two. The arrested men were two aged 41 and 49 from Birkirkara and a 48-year-old from Msida. The police said one of the men became agitated and started resisting officers when he was about to be searched. Sachets of suspected heroin were found in his possession. The police also recovered other sachets thrown away during the arrests. A total of 30 sachets in all were found. A magisterial inquiry is underway.  You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/three-arrested-suspected-drugtrafficking.1091514
"Architect, 52, charged over theft of vases, clock from Grand Master's Palace",Edwina Brincat,"Updated 5.15pm with Minister's comments in parliament An architect involved in the restoration of the Grand Master's Palace has been accused of stealing three antique vases and a clock from the historic Valletta building.  Ljubica Zivkovic, 52, from Belgrade, Serbia, denied charges of aggravated theft, unlawful possession of the cultural artefacts acquired illegally and breaching probation for similar offences when she appeared in court on Wednesday.   The architect, who lives in Iklin, was a project manager who worked for a restoration company involved in works at the palace, according to sources. She joined in the last six months of the project, handling last minute civil works.  Her role meant she had access across the palace, which was reopened to visitors in January after years of extensive restoration.  The court was told that the items she is alleged to have stolen have not been recovered. Their theft was reported on April 5.  The court heard that the accused, who was described as an architect in court filings, has a substance abuse problem and was on probation for similar offences. Lawyer Rachel Tua said she could not be identified from footage held by the police.    Bail was refused after objections from the prosecution, which pointed to the accused's criminal record and the fact that civilians including her co-workers are still to testify. Magistrate Donatella Frendo Dimech deemed the accused untrustworthy.  Attorney General lawyer Nicholas Degaetano and Inspectors Christina Delia and Daryl Borg prosecuted together with Kurt Farrugia for superintendent of cultural heritage. Lawyer Rachel Tua was defence counsel.  A spokesperson from the Kamra tal-Periti said that Zivkovic did not have a warrant to practice as an architect or civil engineer and was not authorised to call herself an architect by law.  Times of Malta reported on Tuesday that the police had identified the suspect after examining footage from several security cameras. The three vases and the clock were valued at €13,000 in total.  Heritage Malta issued a statement just over two weeks ago to reveal the disappearance of the artefacts. The items went missing from halls within the palace, which was reopened to the public earlier this year following five years of extensive restoration. The disappearance of the vases and the clock came less than a month after two gold medals valued at €400,000 were stolen from the Maritime Museum in Vittoriosa. The medals were traced inside the residence of a man who was charged over their theft and granted bail. The court heard how the medals had sustained “irreversible damage” until they were recovered.  The Malta Maritime Museum has since beefed up security and launched an internal probe into the theft.  On Wednesday evening, Culture Minister Owen Bonnici assured parliament that security systems at heritage sites were working well.  ""The security systems we have at Heritage Malta sites that include CCTV at important points have worked well for the second time"".  He said the alleged thief of the vases from the palace had been caught within ""a few days"", while a man accused of stealing two gold medals from the Vittoriosa maritime museum was caught within hours. During parliament's sitting on Wednesday culture minister said security systems at Heritage sites are working well.  ""The security systems we have at Heritage Malta that include CCTV at important points have show to work well for the second time"".  He said the suspect accused of the palace theft was caught in a few days after the event, while a man accused of stealing two gold medals in the Vittoriosa maritime museum was caught within hours. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/suspect-arraigned-theft-vases-clock-grandmaster-palace.1091440
'We won't have trouble as long as Michael Falzon remains minister',Mark Laurence Zammit,"One of the men accused of involvement in the social benefits racket said a social policy ministry official had told him that as long as Michael Falzon remains minister, they wouldn't have ""trouble"". Roger Agius, one of five who stand accused in court of alleged involvement in the large-scale racket also claimed the official handed him a burner phone they used to run the racket. ""An official at the Social Security Ministry had given me a burner phone in 2019 through which we communicated about fraudulent applications,"" Roger Agius wrote on Facebook on Tuesday. ""The public official had told me: 'As long as the minister [Michael Falzon] remains there, we will never have trouble'.""   Agius said he decided to resort to Facebook after having formally written to the police and the AG to take him before a magistrate to disclose all the details under oath in a magisterial inquiry. But he has still not heard back from them. Agius was the driver and close confidant of doctor and former Labour MP Silvio Grixti, who is alleged to have played a central role in the racket by providing applicants with false medical certificates which secured them the severe disability allowance after they appeared before a medical board. Agius and three other co-accused allegedly acted as agents or go-betweens, raking in payments from the successful beneficiaries. He was also later employed as parliamentary secretary Andy Ellul's driver, despite having been receiving the benefits for claiming to have epilepsy and for claiming that he had no driving licence. In the Facebook post on Tuesday, Agius said he was still exchanging documents with the official as part of the racket till as recently as March last year. He added that the same official would also make sure the medical board was composed in such a way that would guarantee the person fraudulently posing as a patient would be approved for the benefits. Agius described the official as ""a person of trust of Michael Falzon"" but did not name him. It is believed the person could be Mark Calleja. Lawyer Jason Azzopardi told a court last week that Calleja would order reconsideration of failed applications for severe disability benefits even though normal procedure did not allow a right of appeal. Azzopardi said Calleja would get a screenshot photo of people who failed the medical board the day before and would order a reconsideration. On Tuesday, Agius also published correspondence dating back to November last year, when he informed the police and the office of the AG that he knew where the racket originated and was willing to disclose details of ""a conspiracy in which cabinet members and political officials have been complicit since 2019"". ""But I never received a reply,"" he wrote, adding that in November he had also asked the investigating inspector to take him ""in a [specific] public building in Valletta to show him traces of the crime in this racket and to show him how the public official operated"". ""The inspector had told me these were theatrics,"" Agius wrote. The published documents also detail how Agius was willing to testify that on one occasion, the ministry official had said, ""If they [the claimants] spend more than three minutes before the board you can spit at me"", indicating his certainty the operation would run smoothly. Social Policy Minister Michael Falzon refused to comment when asked on the matter. ""I don't have comments,"" he told Times of Malta as he walked into parliament on Tuesday afternoon. ""Write whatever you want, as you usually do,"" he added.   He was asked whether Mark Calleja was still working in his ministry and whether he still had faith in him as a person of trust. Times of Malta wanted to ask Falzon whether he stood by comments he made in September when he had insisted the scandal had originated from outside the ministry. But Falzon walked into the parliament building before the question could be asked. The magnitude of the racket continued to unfold last week, when police told court they found handwritten ledgers at the home of one of the suspected agents in the racket which indicated that beneficiaries paid sums which were split between Grixti and the middlemen. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/we-wont-trouble-long-michael-falzon-remains-minister.1091414
Msida apartment block sees five break-ins since January,Emma Borg,"An apartment block in Msida has seen five break-ins since January, according to one resident, who said she has moved out because she feels unsafe. Christine Amaira said that one of her neighbours got the fright of her life when she saw a burglar holding a knife as she was about to open her balcony door.   Another tenant found a 30cm knife and gloves in their flat, possibly left by robbers who left in a rush.  In a Facebook post, the former journalist said she moved into her sixth floor apartment in September, hoping it would be her haven. But a few months down the line, it had become “a total nightmare.” At least three attempts were made to break into her own flat and at least one may have been successful, she said.   She became suspicious that someone might be illegally entering her flat when some money went missing in January. Her suspicions were confirmed only a few weeks later when her neighbour told her they believed someone had also stolen their money.  A month later, Amaira said she was sleeping at home when a flash of light hit her eyes, but she convinced herself it was a dream. The next day, her neighbour said their home was broken into. She believed the robbers were entering and leaving through the balconies. The residents did not want the name of the street revealed. A police report was filed in February and Amaira installed a security system. Last Wednesday was the final straw for Amaira, when the security system detected a person in the vicinity of her flat. Her home was not broken into, but her neighbour wasn’t as lucky. Police were called and arrived on the scene. But she didn't feel safe enough to remain at the property and moved in with her parents. “They drove me out of my own home... I am pretty sure there are more break-ins we just don't know about them,"" said Amaira.  Times of Malta has contacted the police for comment.  You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/msida-apartment-block-sees-five-breakins-since-january.1091403
Quick-thinking receptionist raises alarm during armed robbery in Sliema hotel,Claudia Calleja,"Two armed men made off with cash after holding a receptionist at gunpoint at the Windsor Hotel in Sliema on Monday night. But their haul would have been bigger had the receptionist not managed to dart into a room as he was ordered upstairs where more money was kept, the police said.  The incident happened at 11.45pm when two men wearing crash helmets entered the hotel lobby and demanded cash. At least one of them carried a gun. After handing them cash he had in the till, the receptionist was ordered to take the robbers to another floor, where more money was kept. But on the way up the receptionist managed to dart into a room, lock the door and call for help. No one was injured but the 29-year-old receptionist, an Indian national, suffered shock.  Police are investigating. Magistrate Antoine Agius Bonnici is holding an inquiry. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/armed-robbery-windsor-hotel-sliema.1091394
"Police identify suspected thief of palace vases, clock",Matthew Xuereb,"Police have identified the person who they suspect stole three vases and a clock from Valletta’s Grand Master’s Palace earlier this month. Multiple sources close to the investigation said police are closing in on the mysterious theft after tracing the suspect in footage from several security cameras in the area. The three vases and the clock – valued at €13,000 in total – have not been recovered yet. It is not yet known why the suspect has not yet been arrested, with sources only saying that the case is “ongoing”. Heritage Malta issued a statement just over two weeks ago to reveal the disappearance of the artefacts. The items went missing from halls within the palace, which was reopened to the public earlier this year following five years of intense restoration that has more than doubled its accessibility to visitors. The disappearance of the vases and the clock came less than a month since two gold medals valued at €400,000 were stolen from the Maritime Museum in Vittoriosa. The medals were traced inside the residence of a man who was charged over their theft and granted bail. The court heard how the medals had sustained “irreversible damage” until they were recovered. Justin Mallia, 25, from Cospicua had allegedly posed as an official from the education department, visiting the museum to deliver documents when he stole the gold medals to settle debts. The Malta Maritime Museum has since beefed up security and launched an internal probe into the theft. One case involving another artefact of national heritage, however, remains unsolved, as police are yet to conclude investigations or charge anyone over a British-era stone-marker spotted inside Minister Anton Refalo’s Gozo home in 2022. The public first got to know that Refalo had the stone marker in the garden of his Qala house when a photo posted on social media by one of his family members showed the stone in the background. The marker bears the inscription VR (Victoria Regina). Stones like it used to dot Malta and Gozo to mark confines of territories and are now protected by law. The Superintendence for Cultural Heritage had confirmed it found the artefact in Refalo’s house. The stage of the investigation remains unclear and Refalo has not been charged over the case. When questioned about it, Refalo would not comment and would not even say whether the stone is still at his house. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/police-identify-suspected-thief-palace-vases-clock.1091379
"Courts have almost 2,900 pending compilations of evidence",Mark Laurence Zammit,"There are 2,896 compilations of evidence pending in Maltese courts, figures tabled in parliament on Monday revealed. The overwhelming majority - 2,841 - are pending in the courts of Malta and the rest - 55 - remain pending in Gozo.  Last year, 850 compilations of evidence were concluded in Malta and 104 in Gozo. Justice Minister Jonathan Attard tabled the figures in a reply to a parliamentary question by PN MP Carmelo Mifsud Bonnici. Compilations of evidence are usually lengthy procedures in the criminal court that are known to stretch up to even 10 years. The process takes place at the very beginning of criminal cases. During the process, prosecutors must bring enough evidence to convince the court to accuse the charged person of a crime. New legislation proposed by the government is set to drastically shorten pre-trial proceedings. Figures published by the government show that compilations for drug cases take an average of four-and-a-half years to be concluded and those of other criminal cases stretch to an average of 10 years. Meanwhile, in a reply to a separate question by Mifsud Bonnici, Attard revealed that last year the Maltese courts handed 305 suspended sentences, 204 probation orders and 29 community service sentences. In Gozo, courts handed 14 suspended sentences, 12 probation orders and no community service sentences. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/courts-2900-pending-compilations-evidence.1091377
"Louis Vuitton thief tracked down through stolen mobile's signal, court told",Edwina Brincat,"A woman who stole a luxury Louis Vuitton bag from an unlocked car in St Paul’s Bay was caught on camera rifling through its contents at a local hotel, a court heard on Monday. Julie Galdes, a 36-year old Qormi resident, jobless and with a drug problem, is alleged to have stolen the bag and around €4,500 worth of items inside it, including an iPhone, Omega watch, Ray Ban sunglasses and €1,300 in cash. She was identified as the woman wearing a pink jacket who crossed Triq it-Turisti on April 18 and snatched the bag from a parked car whose owner had popped into an ironmongery to buy something. When the owner returned, she found the bag missing. She immediately filed a report at the Qawra police station. Footage from the area showed the thief cross the road towards the car and then return, bag in hand. She then entered a room at the Bugibba Holiday Complex, where further footage showed her sifting through the contents of the bag and counting the cash. She took everything, leaving behind the empty bag and credit cards, explained prosecuting Inspector Warren Galea. Two days later, the woman was identified as Galdes. The suspect appeared to be staying at a St Paul’s Bay address but police did not find her there. When officers traced the mobile phone, it pinged at the detox centre. When they tried a second time, it pinged in Qormi. Officers headed to Galdes’ home and promptly arrested her. On Monday, she pleaded not guilty to the solitary charge of aggravated theft. When the court asked whether any of the stolen items had been recovered, the victim’s lawyer, Charles Mercieca, intervened. “Nothing save for the iPhone cover. This phone had a sentimental value that was far greater than the monetary value…We’ve been on a wild goose chase, from St Paul’s Bay to Qormi…We only want the phone,” Mercieca told the court. Defence lawyer Amadeus Cachia initially said his client was ready to cooperate, return the personal belongings and register an admission. He said the accused was battling an addiction issue, asked for a pre-sentencing report before the Drug Court. Magistrate Charmaine Galea said the request for the case to be heard before a Drug Court had to be made at the appropriate stage of proceedings.  The defendant ultimately pleaded not guilty and requested bail. The prosecution objected to bail, since civilian witnesses were still to testify and the accused was jobless, meaning she could commit further offences to fuel her addiction. Moreover investigations were still ongoing and there was fear of tampering with evidence, argued AG lawyer Tilden Tabone. When police asked the suspect to hand back the stolen phone, she said that that was not possible. And when police asked for her to say where it was, she replied, “You’re searching for it. You find it!,” Inspector Galea added. In light of those submissions the court, presided over by magistrate Charmaine Galea, denied bail. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/louis-vuitton-thief-tracked-stolen-mobile-signal-court-told.1091365
‘Maltese’ Russian jailed in UK over scheme to launder €14 million,| Joanna Demarco and Jacob Borg,"The son of a Russian oil executive who bought Maltese citizenship has been imprisoned in the UK after admitting to laundering more than €14 million in “cash”, together with an associate.  Semen Kuksov, the 24-year-old son of Russian businessman Vladimir Anatolyevich Kuksov, was jailed for five years and seven months in February after admitting to his role in laundering the cash.  Both father and son feature on the latest list of people granted Maltese citizenship in 2022. The elder Kuksov has not been connected to his son’s criminal case. The Kuksovs appear to have been given Maltese citizenship weeks before Malta suspended passport sales to wealthy Russians in the wake of Russia’s February 2022 invasion of Ukraine.  Over a year later, Semen Kuksov was charged by the UK’s crown prosecution service with laundering £12 million (around €14 million) in “cash”, together with an associate.  The prosecution accused Kuksov of playing “a leading role in running the illegal enterprise which laundered large sums of criminally derived cash for a fee”.  According to a Crown Prosecution Service’s press release, Kuksov and his associate managed couriers to collect criminal money and deliver the laundered money overseas. They helped launder a total of £12.32 million in the UK and €168,950 in Ireland.  Semen Kuksov admitted to the charges and was jailed for five years and seven months.  He did not respond to a request for comment sent to his lawyer.  A spokesperson for Community Malta Agency, the government entity responsible for administering the passports scheme, said the agency is currently reviewing the official documentation of Semen Kuksov’s case. After being contacted by Times of Malta, Joseph Mizzi, the agency’s CEO, said Community Malta is “seriously considering” advising the minister to initiate the process of revoking Kuksov’s citizenship.  The law governing the citizenship scheme allows the home affairs minister to revoke a passport if within seven years of being granted citizenship, an applicant is sentenced to a jail term that is 12 months or longer. Kuksov’s father Vladimir has been one of the key players in Russia’s oil services industry.  He is a shareholder and former chairman of AKROS, one of the leading companies in the Russian oilfield service and partner of several sanctioned Russian companies such as Lukoil and Gazprom. AKROS itself does not appear on any sanction lists checked by Times of Malta.  Public documents show that Vladimir Kuksov switched the nationality on his UK-registered companies from Russian to Maltese on January 18, 2022.  A number of high-profile Russians have been sanctioned by the EU and US in the wake of Russia’s invasion of Ukraine. Kuksov does not appear on any sanction lists checked by Times of Malta.  When contacted for comment, a UK law firm representing Vladimir Kuksov said their client has no comment to make about his son’s case, “but notes that he and his adult son have lived separate lives for some years”.  Kuksov’s lawyers said their client applied for Maltese citizenship “as long ago as 2019, perfectly appropriately”, and underwent the normal lengthy governmental due diligence process, before becoming a Maltese citizen.  Kuksov provided “full appropriate information regarding his wish to become a Maltese citizen when applying in the standard manner to become one”.  The lawyers said their client, like anyone else, was required to update all relevant company filings when becoming a Maltese citizen.  The cash-for-passports scheme, launched in 2014, proved to be an instant hit for Russians.  During its first year of operation, 54.3 per cent of applications were submitted from Russia.  After years of brushing aside the reputational risks inherent in such a scheme, Russia’s invasion of Ukraine has sparked renewed scrutiny on who Malta chose to sell European passports to.  In March 2023, the European Commission took legal action against the Maltese government, arguing that granting European citizenship for a “predetermined payment” violates EU law.  The EU’s executive branch said in 2019 that citizenship schemes like Malta’s pose serious money-laundering, tax evasion and corruption risks.  Malta has dismissed these concerns, arguing that the citizenship scheme, which has “robust due diligence processes,” is legal. The government publishes an annual list of people granted Maltese citizenship. However, the list makes no distinction between citizens naturalised through the normal channels, and those who paid for their Maltese passport under the citizenship scheme. Research for this article was supported by OCCRP/The Daphne Caruana Galizia Foundation. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/maltese-russian-jailed-uk-scheme-launder-14-million.1091337
