Title,Author,Body,URL
"Today's front pages - February 15, 2024",Times of Malta,"The following are the main stories in Thursday’s newspapers. Times of Malta quotes the tourism minister saying that British comedian David Walliams helped market the Maltese film industry abroad. Walliams' €120,000 paycheck for hosting the Malta Film Awards in January 2022 was revealed earlier this week. In another story, the newspaper says that 47,000 people crossed over to Gozo for the carnival weekend. The Malta Independent says Maltese activists have called for the El Hiblu 3 to be released during a protest in Brussels. L-Orizzont leads with the Parliamentary debate on climate change. In-Nazzjon also leads with the minister’s defense of Walliams’ pay packet. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/today-front-pages-february-15-2024.1083894
"47,000 cross to Gozo for carnival weekend",Mark Laurence Zammit,"More than 47,000 people crossed over to Gozo for the carnival weekend last week, according to figures provided by the Gozo ministry. Between Wednesday and Sunday, Gozo Channel boats ferried almost 15,700 vehicles and almost 42,500 passengers from Ċirkewwa to Mġarr. The four ferries crossed the channel more than 500 times that weekend. Gozo’s main attraction over the weekend was the annual spontaneous carnival in Nadur. Between Thursday and Sunday, another 4,800 passengers took the fast ferry from Valletta’s Grand Harbour to Gozo.   The busiest day for Gozo Channel was Sunday, when it carried almost 5,000 vehicles and more than 14,000 passengers from Gozo back to Malta. The channel this year was roughly equally busy as in previous years, although slightly fewer passengers crossed over to Gozo this year, compared to last year, when almost 48,000 passengers went to Gozo via Ċirkewwa alone. Thousands of people paraded around the main square of Nadur and the streets surrounding the church dressed in all sorts of costumes, from cereal bowls to skiers, gorillas and government workers.   A group of people dressed up as Buddhist monks, another group took out a piano in the street and another dressed up as elderly ladies playing their pension away at bingo. Even mega-developer Joseph Portelli – who hails from Nadur – showed up dressed as a chef.   But one of the highlights was a drove of pigs led by a person dressed up as Rosianne Cutajar holding a placard reading “Kulħadd Jitħanżer” (everybody pigs out). Cutajar had texted that phrase to her friend, Yorgen Fenech back in 2019, as she complained about being left out of cabinet. Elsewhere in Nadur, other revellers took aim at Benna’s hike in milk prices with a carnival float lampooning the company while others danced around a makeshift ambulance while holding a placard calling for the authorities to “legalajs kokajn” (sic) (‘Legalise cocaine’). You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/47000-cross-gozo-carnival-weekend.1083870
"Climate change challenges will not burden Malta, but create opportunities: Abela",Giulia Magri,"People will not have to experience any economic or social burdens as Malta takes on a greener transition to tackle climate change, Prime Minister Robert Abela said on Wednesday. “We must take on difficult decisions, but these decisions should not burden our businesses and families,” Abela said in Parliament.  “There are those who argue that we must pay an economic price for these transitions, but I do not believe in that. How can we work on securing our environment when our people do not feel secure? How can we protect the environment when our people have no peace of mind?” Abela was speaking during a discussion on a bill setting up Malta’s first authority monitoring climate action on the island.  Through the proposed Act, the State would acknowledge that change in the Earth’s climate and its adverse effects are a common concern of humankind. He said that instead of creating burdens, the government will ensure that confronting climate change will produce opportunities for the country.  “The correct decisions have the potential to stimulate further job creation, resource efficiency, and expand access to untapped markets, among other things,” he said. Abela said the creation of the Climate Change Authority shows that the government is determined and committed to decisive action on climate change.  Abela said the Climate Action Authority will have a comprehensive mandate, characterised by a holistic perspective, and with social dialogue with all stakeholders at the centre of it.  “It is important that as a country, we take on this fight against climate change,” he said. “We need to believe in the changes we need to make, and that we can move forward with change. We mustn't get lost in partisanship, because if we do, we will not only fail future generations but also today’s population, as we will not make the necessary important decisions.” He said the population want effective solutions and added that it is important to not throw around “conspiracy theories” on climate change to fearmonger people about change.  He recalled how last summer, the Mediterranean region was ranked as a climate-change “hot spot” according to scientists. How numerous Mediterranean countries experienced wildfires that destroyed homes and green spaces, and how Malta experienced hot temperatures that its infrastructure could not take. “Science shows us that it is crystal clear that if we resist change, everyone will suffer,” he said. “The discussion should not be if we take on change, but when and how we will do so.” Abela emphasised that despite the country's size, it should be ready to adopt a proactive stance.  He said that the Climate Change Authority will build on other major changes that are being carried out such as the transformation in favour of cleaner energy, shore-to-ship projects, recycling and Waste-to-energy projects, and the direction in favour of greener investment with the issuance of green bonds and investment in green open spaces. ""This is why we must work differently, that the environment is at the centre of our priority,"" he said. Abela also emphasised the importance of the role of children and youth during the discussions of climate change. He said the government is actively engaged with youths through discussions such as in the Youth Advisory Forum. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/climate-change-challenges-burden-malta-create-opportunities-abela.1083879
American tourist dies in fall off cruise liner,Times of Malta,"A 72-year-old American died on Wednesday after falling from a passenger ship into the Grand Harbour, the police said. The incident happened at about 5pm when the ship was docked at in the Grand Harbour. Police said preliminary investigations revealed that the victim, who was a passenger on the same ship, fell into the sea. He was given first aid by a medical team on site while an ambulance took him to Mater Dei Hospital for necessary treatment. The man was certified dead a short time later. Magistrate Charmaine Galea was informed of the case and appointed an inquiry. Police investigations into this incident are ongoing. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/american-tourist-dies-fall-off-cruise-liner.1083876
"Close to €80,000 worth of medical supplies donated to Ukraine in 2022",Times of Malta,"Close to €80,000 worth of medical supplies and equipment was donated to Ukraine back in 2022 while 45 tons of medical equipment was donated last year, Home Affairs Minister Byron Camilleri told Parliament.  In 2022, the Directorate of Defense Affairs coordinated and provided medical supplies which cost €79,982. In the same year, a total of 34 tonnes of medical supplies, including bandages and swabs, were donated to Ukraine. Camilleri was replying to a parliamentary question asked by PN MP Darren Carrabott on Wednesday. The humanitarian aid, intended to help Ukraine following its invasion by Russia back in 2022, was sent through the European Union’s civil protection mechanism. Last year, 19 generators and 45 tonnes of medical items were also provided.  Back in December, Malta also donated 25 mine detectors to Ukraine.   You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/close-80000-worth-medical-supplies-donated-ukraine-2022.1083873
'Fake news': Ministry shoots down claims that local farmers get fewer subsidies,Times of Malta,"Updated at 6.30pm with Peter Agius reaction Claims that local farmers are receiving fewer direct subsidies than their Italian counterparts are “fake news” and “populist politics”, the Agriculture Ministry said on Wednesday. The ministry said that Maltese farmers receive more money than Italian ones, through a number of aid schemes not taken into account by the Opposition. It was reacting to a statement by PN MEP candidate Peter Agius, who claimed that an analysis of EU agricultural funding showed that local farmers get just a fraction of the direct aid that Italians farmers get. Agius said Maltese vegetable and legume farmers are eligible to receive €1,400 per hectare of land, versus the €4,100 per hectare allocated to Italian ones. The MEP candidate said this is because the Maltese government has opted to focus heavily on infrastructural aid, as opposed to direct subsidies. Maltese farmers protested earlier this month and intend to do so again on Thursday, saying they are struggling to compete as new EU laws make it easier for cheaper, non-EU fruits and vegetables to be sold locally. In its statement on Wednesday, the Agriculture Ministry said local farmers receive anything between €475.20 and €844.34 per hectare of land through the Basic Income Support for Sustainability scheme, while Italian farmers get between €150.47 and €183.91. Another scheme aimed at encouraging young farmers, the Complementary Income Support for Young Farmers (CISYF), guarantees local farmers between €520.64 and €560 per hectare, rising to a maximum of €700 per hectare this year. In Italy, the ministry said, young farmers get a supplement of between €67 and €89.65 per hectare. It said farmers who grow tomatoes have an even greater advantage over Italian ones, receiving a maximum of €8,500 as opposed to Italian farmers, who it said receive a maximum of €191. “This government managed to double the direct assistance given to farmers when compared to 10 years ago,” it said. “This Government has always protected the interests of local farmers and producers who are not only seeing a substantial increase in assistance but are also reassured by all the significant reforms that we have achieved in the valuation of agricultural land regulations.” Peter Agius replies In reaction, MEP candidate Peter Agius said the government should stop hiding in the bureacratic figures. He insisted that Maltese farmers got far fewer subsidies by all accounts as most of the fields are not even registered for EU aid and average holding in Malta is far smaller than in Italy and elsewhere in Europe. A middle-sized farmer in Malta has on average 10 tumuli (1 hectare) while a middle-sized farmer in Italy has an average of 110 tumuli according to EU Commission data. The ratio comparing a middle-sized farmer between the 2 countries is therefore 1 against 11. According to both CAP Strategic Plans, a young middle-sized farmer producing fresh products like legumes and vegetables gets €1,448 from the 1st CAP pillar in 2024 while an Italian one gets €4,097.  A middle-sized Maltese farmer is therefore earning €2,700 less than his Italian counterparts. Apart from this, the percentage allocated to the 1st CAP pillar in Malta according to the EU Commission in 2020 was 26.5 per cent against 69.9 per cent on average in Europe and 62.3 per cent in Italy. “The government should have at the very least allocated the same percentage as the rest of the Europe. That is the main cause of the lack of competitiveness of Maltese farmers,” Agius said in his reply. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/fake-news-ministry-shoots-claims-local-farmers-get-fewer-subsidies.1083783
"Walliams deal helped make 2023 a record year for films, tourism minister claims",Daniel Ellul,"David Walliams helped market the Maltese film industry abroad, Clayton Bartolo said after the British Comedian’s €120,000 paycheck for hosting the Malta Film Awards in January 2022 was revealed earlier this week.  “The Maltese film industry needs to market itself not only locally but also internationally. David Walliams was part of a wide marketing package,” tourism minister Bartolo said on Wednesday.  He said initial indications show 2023 was a “record year for films,” adding that marketing has helped grow the industry.   The reason why legal action was needed to reveal Walliam’s invoice was only because of confidentiality clauses, he said.  “If we break those confidentiality clauses, then we have the reputation of our country at stake, and I wanted to make sure I do not undermine our reputation,” Bartolo said.    “If we lose our reputation, the investment we are making in sound stages and financial incentives would be for nothing”. Walliams's six-figure fee to host the awards was revealed only after a two-year legal battle that ended last month after a judge ordered the Malta Film Commission to reveal how much it paid him. The taxpayer-funded payout has been criticised by some of Malta's leading film-makers, and the Nationalist Party, who calculated that Walliams was paid more every minute than a minimum-wage earner is paid in a month. “You have to appreciate that contract negotiations are not one-sided, but to arrive at an agreement, you need both sides to discuss. Practically every contract has a confidentiality clause, and I believe they should be respected,” he said. “On the other hand, I believe we should respect the court’s judgement,” he said.  Bartolo said that a report showing the investment and return from the 2023 Mediterrane Film Festival will be published in the coming days.  “There, we will show the results achieved as a country and even the investment that took place,” he said.  RELATED STORIES  Asked to clarify if how much money was spent on the festival will be included in the report Bartolo said: “yes of course, 100 per cent”.  Bartolo said he has “full confidence” in Malta Film Commissioner Johann Grech, who has achieved results that “speak for themselves”. “Let’s not forget that we inherited an industry that was not even good as a part-time job, and now we have an industry that employs thousands of people full-time”.  Asked if it was unjust that the local film industry was given €600,000 in the same year Walliams was paid €120,000, the minister said funds for the local film industry increased in 2023.  “But let’s not mix things,” Bartolo said. Walliam’s deal was tied to international marketing to attract foreign productions to Malta.  The local film fund has now been passed on to the culture ministry.  You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/walliams-deal-helped-make-2023-record-year-films-tourism.1083771
Traffic crashes and casualties were both up in Q4 2023,Times of Malta,"Traffic accidents were up 4.2 per cent between October and December of last year when compared to the same period a year prior, data published on Wednesday showed. Casualties as a result of those crashes were up even more, rising by 12.1 per cent. Seven people died as a result of crashes in those months – the same number of fatalities registered in the same period the previous year. Data published by the National Statistics Office showed that there were 3,977 crashes in the fourth quarter of 2023. More than half of the crashes, 55.3 per cent, involved passenger cars. One in every three collisions (33.3 per cent) involved a motorcycle. More crashes were registered on Tuesdays than any other day of the week, but crashes on Friday were the most likely to result in casualties. The 9am to 11.59pm window was the most dangerous for drivers, with more crashes reported during those hours than others.   Birkirkara, St Paul’s Bay and Qormi – three of Malta’s largest towns – reported the most crashes during the period under review. All districts recorded an increase in road traffic accidents except for the South Eastern and Gozo and Comino district, which recorded a decrease, when compared to the fourth quarter of the previous year. The Northern Harbour district registered the highest percentage increase in road traffic accidents at 10.4 per cent, followed by the Northern district at 6.6 per cent. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/traffic-crashes-casualties-q4-2023.1083774
Maltese scientist studies global warming ‘leaking’ in Antarctica,James Cummings,"A University of Malta scientist has spent two weeks in Antarctica studying how global warming is changing the shape of the seabed and the life which inhabits it. Aaron Micallef, from the university’s Department of Geosciences, was part of a two-man team researching how and where climate change is leading to freshwater “leaking” from the ocean floor. Micallef and his German colleague, Thomas Müller, spent around six days carrying out fieldwork aboard a Zodiac, a type of small inflatable landing craft popular with science teams. They collected water samples and recorded video footage of the seabed. “We hope this journey will help raise awareness about how our actions can, unfortunately, lead to adverse effects on remote and untouched places like Antarctica,” he said, adding the team hopes to be ready to publish the results by June. The expedition was co-organised by the scientific journal National Geographic. The university professor travelled to the world’s southernmost continent as part of a two-man team to study the impact of global warming on the oceans’ floors. The expedition saw Micallef and his German professor colleague visit several coastal sites along the western Antarctic peninsula, where they collected water samples and recorded video footage of the seabed.   Speaking to Times of Malta just after returning from the expedition, Micallef described the experience as “extraordinary, almost beyond the power of words to capture”. Their journey began on January 27 in the southern Argentine town of Ushuaia, where they boarded the National Geographic Explorer, an ice-class expedition ship and the organisation’s flagship. The voyage saw them spending two days crossing the infamous Drake Passage, a treacherous stretch of open water just above the Southern Ocean where the Pacific and Atlantic Oceans meet. According to National Geographic, some of the world’s strongest ocean currents flow through the Drake Passage and “huge rogue waves”, even higher than 65 feet, have been reported. Upon reaching Antarctica, Micallef and Müller spent around six days carrying out fieldwork aboard their small inflatable landing craft.   Describing the western Antarctic peninsula as “experiencing the most significant warming in the southern hemisphere”, the Maltese scientist said the purpose of their visit was to find places where freshwater is “leaking” from the ocean floor due to global warming. He said they wanted to see how this was affecting the shape of the seabed and the life which inhabits it. But, in addition to the scientific value of the expedition, Micallef described how the region had a significant personal impact on him. “I consider it as one of the most stunning locations I have ever visited. The coastline is dramatic, breathtaking and unspoiled, adorned with vivid colours,” he said. Sharing that Antarctica had always been at the top of his dream destinations list, Micallef described the continent as “teeming with wildlife, offering us intimate encounters with various whales, seals, penguins and birds”.   The university professor said he saw the expedition as a foundation for more ambitious and thorough fieldwork that he hoped to undertake soon. He said the team was hoping to be able to publish the results of their studies by June. Antarctica is the fifth-largest continent on the planet, larger than both Europe and Oceania. It is home to the largest single piece of ice on earth – the Antarctic Ice Sheet – according to National Geographic. At this time of year, summer in the southern hemisphere, temperatures in Antarctica hover around 0°C. In winter, however, the temperature in coastal regions can drop to around -30°C and even lower inland. By winter, surface ice in Antarctica grows by about six times to reach around 19 million square kilometres.   The expedition was part of a Lindblad Expeditions-National Geographic voyage, with the financial support of the Lindblad Expeditions-National Geographic Fund. It was not the first sea expedition for Micallef, however, who, in August, was part of a team to discover three large underwater volcanoes and a 100-metre shipwreck off Sicily’s south-west coast. Logistic support was provided by Lindblad Expeditions with additional support given by the David and Lucile Packard Foundation. Micallef represented the Monterey Bay Aquarium Research Institute, in California and Müller the GEOMAR Helmholtz Centre for Ocean Research Kiel, in Germany. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/maltese-scientist-studies-global-warming-leaking-antarctica.1083483
Farmers to protest for a second time on Thursday,Times of Malta,"Farmers intend to protest for a second time on Thursday, again taking to their tractors and rallying from Ta’ Qali to Valletta. Organised by Għaqda Bdiewa Attivi and with the backing of various other organisations related to food production, the protest will seek to build on the success of farmers’ first protest, held two weeks ago. That event – farmers’ first organised protest in a generation – was part of a Europe-wide protest movement by EU farmers, who say they are being squeezed out of business by overly stringent European regulations and free trade deals that open up EU markets to cheaper foreign-grown fruits and vegetables. In a statement announcing Thursday’s protest, farmers said that they will also be presenting the government with various proposals which would help them weather the impact of such EU plans.  RELATED STORIES  Thursday’s event is scheduled to begin at 11.45am and will see farmers drive through Attard, the Mrieħel bypass, Marsa-Ħamrun bypass, Aldo Moro Road, Blata l-Bajda and Floriana before ending at Triq l-Għassara tal-Għeneb, along Valletta’s waterfront. There, the vehicles will be parked and a press conference held at around 2pm. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/farmers-protest-second-time-thursday.1083735
Woman injured after falling onto prickly pear cactus at Wied iż-Żurrieq,Times of Malta,"A woman was rushed to hospital on Wednesday morning after falling a one-storey height at Wied iż-Żurrieq. The woman, who is 51 years old, was reportedly walking in the vicinity of Haġar Qim temples when she fell off some rocks and landed on prickly pear cactus growing below. Emergency services were called to the site as a crowd of concerned onlookers gathered. The woman was lifted to safety and taken to Mater Dei Hospital by ambulance, a police spokesperson said. No information about her medical condition was available at the time of writing. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/woman-injured-falling-onto-prickly-pear-cactus-wied-izzurrieq.1083726
Man hurt in fall from motorcycle in Cospicua,Times of Malta,"A 74-year-old man was grievously injured when he lost control of his motorcycle in Cospicua on Tuesday evening, the police said. The man, who lives in neighbouring Vittoriosa, was riding a Lambretta 150 on Triq San Nikola when he lost control of the motorbike and fell. The incident was reported to the police at around 6.15pm, the police said in a statement. The victim was given first-aid by a medical team and then taken to Mater Dei Hospital by ambulance, where he is receiving treatment. A police investigation is under way. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/man-hurt-fall-motorcycle-cospicua.1083717
Maltese farmers getting short-changed on EU direct subsidies: Peter Agius,Times of Malta,"Maltese farmers are only getting one-third of the direct EU subsidies for farmland that their Italian counterparts receive, Peter Agius has said. The PN MEP candidate made the claim after analysing national Common Agricultural Policy (CAP) strategy plans submitted by the Maltese and Italian governments in 2022. While Italian farmers growing vegetables and legumes receive up to €4,100 in subsidies per hectare, Maltese farmers can only pocket a maximum of €1,400 per hectare. That means local farmers must offset the difference - €2,700 per hectare – if they are to compete with imported vegetables, Agius said. “Robert Abela has blamed the EU for the farmers’ situation, but figures show that his government has negotiated a very unfair deal for Maltese farmers under the same EU policies which the Italians used for much more generous subsidies,” Agius said on Tuesday. “The EU is simply the tool which the government is not using well enough, and as we all know, a bad workman quarrels with his tools.” The CAP - the EU's single largest budgetary expense - is a complex system of funding and subsidies made available to farmers within member states. It is built on two main pillars: one focused on direct subsidies given to farmers, and the other focused on financial aid to improve farming infrastructure and machinery.  Malta has traditionally opted to allocate the lion's share of its CAP funding to the latter, providing EU-backed funding for things like the reconstruction of rubble walls, restoration of reservoirs and purchase of more sustainable machinery.  As a result, farmers receive less money in direct subsidies when compared to many other member states, and spend more time filling in complex EU-related paperwork - something they highlighted as an issue in their recent protest. Agius, who has spoken on several occasions about local farming and its challenges, noted that Maltese farmers are also disadvantaged from the outset, as less agricultural land is eligible for CAP funding than in Italy. While 80 per cent of agricultural land in Italy is declared for CAP purposes, that figure falls to just 55 per cent in Malta. As a result, local produce is being gradually edged out of local markets. Agius noted that the share of local produce on the Maltese food market now stands at 20 per cent, while it stood at 60 per cent before Malta joined the EU. “Malta-produced food is being pushed out of the market by design,” he said, noting that led to higher food costs, higher emissions due to food imports and a greater risk of food insecurity. “The writing is on the wall – reverse this trend or be condemned to higher food prices or even risk hunger in case of international crises,” Agius said. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/maltese-farmers-getting-shortchanged-eu-direct-subsidies-peter-agius.1083684
"Today's front pages - February 14, 2024",Times of Malta,"These are the leading stories making front-page headlines in local newspapers this Wednesday. Times of Malta leads with news of a shocking court case in which six children robbed another at knifepoint and then assaulted him. The newspaper also reports on the environmental regulator’s decision to waive an environmental impact assessment requirement for an emergency power plant to be built. The Malta Independent gives prominence to Caritas feedback to a drug reform plan, highlighting the association’s warning that increasing drug court limits would bump up the risk of trafficking. The newspaper also gives prominence to the request made to a court for Jeremie Camilleri to be sentenced to 37 years in prison for the murder of Pelin Kaya. Camilleri switched his plea to guilty after striking a deal with prosecutors. L-Orizzont leads with the Central Bank revising upwards its GDP growth projections for Malta’s economy. It also writes that farmers are poised to hold another demonstration on Thursday. In-Nazzjon writes that Robert Abela has stopped short of denying that Mosta’s mayor is facing a criminal investigation. It also gives prominence to a PN push for police to investigate a Transport Malta decision to purchase faulty RHIBs, and a woman’s testimony about the challenges of making ends meet when faced with rising food costs. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing.",https://timesofmalta.com/article/today-front-pages-february-14-2024.1083711
Balzan council and residents object to Polidano’s bid to sanction illegal works,Matthew Xuereb,"The Balzan local council and numerous residents have filed objections with the Planning Authority to an application by construction magnate Charles Polidano, iċ-Ċaqnu, to sanction illegal works carried out at four historic Balzan townhouses, in defiance of court judgments. They insisted that the works carried out on site were illegal and this was confirmed by the court of appeal, which upheld the revocation of two permits for works carried out on the 300-year-old townhouses and their gardens along Main Street in the heart of the locality. Polidano filed a fresh application in September to sanction the illegalities carried out on site, as well as requesting permission to carry out “additions, alterations and restoration” on the four adjoining houses. The application covers the illegal construction of a pool and reservoir and a new facade for an extension built overlooking the gardens, as well as earlier works. Polidano had already defied the planning regulator by initially steaming ahead with works on the large swimming pool and deck, after the Environment and Planning Review Tribunal had revoked his permits. The works were only halted after he was formally notified of the decision. The tribunal had ruled that the illegalities, covered by two enforcement notices, should have automatically excluded his application from being considered. The site is in the Balzan village core, close to the parish church. One of the properties, a palazzo and its gardens, dates to the time of the knights and is said to have been used by Grand Master Emmanuel De Rohan as his country residence. The building next door served as the servants’ quarters and near it was a building used as stables. The property also has an underground cistern. In 2011, the PA had issued an emergency conservation order with a list of remedial works that needed to be carried out on the buildings. A year later, the palazzo was included in the national list of scheduled buildings. Polidano appealed a court-imposed fine, handed down in 2013 after he allegedly uprooted trees and destroyed a rubble wall in the gardens behind the properties. The appeals court eventually reduced the fine to €10,000. The Balzan council objected to the sanctioning application, insisting that the work had been carried out without the necessary permits and should be reversed to its original state. One resident wrote that, since the permits were revoked, all work was classified as illegal and had to be reversed. “It is clear that the developer’s thinking is such that they can do as they please and then request sanctioning of those works afterwards,” the resident wrote. “I find it grossly unfair that, as a matter of practice, the Planning Authority takes the view that, once a development application is submitted, no enforcement in relation to illegalities is executed. It is even more astonishing when one considers that the development in question on the same site is subject to two enforcement notices and an emergency conservation order. As the saying goes, fool me once shame on you, fool me twice shame on me,” she continued. Environment NGO Din l-Art Ħelwa also objected to the application, expressing its concern about the “illegal destruction” of the garden. It insisted that this illegal work must not be legalised through approval of this request for sanctioning. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/balzan-council-residents-object-polidano-bid-sanction-illegal-works.1083480
"‘A waste of public funds': film-makers on Walliams’ €120,000 fee",Mark Laurence Zammit,"Some of Malta’s leading film-makers have criticised the €120,000 paid to David Walliams to host the Malta Film Awards, saying it was “a waste of public funds”. If the government had that much money to spend on a show presenter, it should have no excuse to increase funding for the local industry, they argue.  “It’s great to hear the finance minister has that much money to spend on a show host, as that means he should also have enough money to significantly bump up funding for local film productions,” film-maker Abigail Mallia told Times of Malta. “The problem is it makes no sense to spend €120,000 on a presenter for an event that celebrates film when all of Malta’s films got just €600,000 to share between them that same year.”   The Daphne Caruana Galizia Foundation revealed on Monday that Walliams, a British comedian and author, was paid a whopping €120,000 to host the Malta Film Awards back in January 2022. The Malta Film Commission continuously refused to reveal the fee and the issue ended in a two-year legal battle that was decided last month, when a judge ordered the government entity to publish the figure.  Mallia – the director of major motion picture Limestone Cowboy – asked what the local film industry benefitted from Walliams hosting the show and said it made no sense to organise an awards show when there weren’t even enough local films to begin with. Film producer and former film commissioner Oliver Mallia agreed, noting that what was intended to be an annual awards ceremony was only organised once. This was due to the insufficient number of local films produced each year,  which don’t justify a local annual awards competition, Mallia said.    Mallia, one of the producers of Luzzu, criticised Walliams’ fee as a waste of public funds, particularly during a calendar year when local filmmakers had no opportunity to apply for public funding to develop or produce films. “Good luck to Walliams for securing such a sweet deal,"" he said. ""However, I’ve observed numerous high-profile actors, more renowned than Walliams, receiving significantly less compensation for longer, more strenuous, and demanding roles,” he said. Mallia also noted that the amount paid to Walliams in 2022 exceeded what productions like Luzzu and Limestone Cowboy received from the Malta Film Fund. The amount granted per project by the fund, renamed as Creative Malta in 2023, was raised to €380,000 following a public outcry from local producers during and after the Malta Film Awards. The fund was also moved out of the film commission's control and is now administered by Arts Council Malta, which falls under the Culture Ministry.  Mallia noted that Walliams was brought back to Malta last year to host another state-funded film festival, the Mediterrane Film Festival.   “We must also remember that the revealed amount that Walliams received is only for an event in 2022. My assumption is that he didn’t receive a lesser amount for presenting the Mediterrane Film Festival, held for the first time last year,” he said.   The Tourism Ministry has resisted requests to reveal how much that festival cost, though minister Clayton Bartolo has said they will do so ""in the coming days"" following a court ruling.   Count of Monte Cristo production manager Malcolm Scerri Ferrante said if the professionally-filmed Malta Film Awards had been broadcast abroad, the fee might have been worth it. “Sometimes an international star is needed to sell a TV show abroad to a major broadcaster that would in turn, in this case, promote Malta globally and bring even more tourists. If the plan is to air the show on a major TV network, then this fee is not unreasonable.”  RELATED STORIES  It is unclear whether the show - which was held two years ago - was or will ever be broadcast on any major international network. Questions sent to the Film Commissioner remained unanswered.   Actor and crew member Matthew Maggi, who is based in Canada, said the film commissioner is only able to run the government institution in this way because he is allowed to. ""There are no repercussions, nor pushback, from the people who are above him, nor from the people who should be benefitting from the funds, that is, film-makers, artists, actors, crew members and film workers,"" he said. Meanwhile, in a statement on Tuesday, PN spokespersons for the cost of living and the arts – Ivan Castillo and Julie Zahra – said Walliams’ “exuberant” fee revealed the government has the wrong priorities.   Instead of using tax money to help workers, students, teachers and the most vulnerable people, the government had no problem paying Walliams’ €120,000 “for two and a half hours of work”. Walliams was paid more money for every minute than a minimum-wage earner is paid in a month, they said. You can unsubscribe at any time by clicking the link in the footer of our emails. We use Mailchimp as our marketing platform. By subscribing, you acknowledge that your information will be transferred to Mailchimp for processing. ",https://timesofmalta.com/article/a-waste-public-funds-filmmakers-walliams-120000-fee.1083669
