Title,Author,Body,URL
Long Term Migrants To Protest Uncertainty This Sunday,,"A protest this Sunday by a number of activist groups will be calling for stability and an end to uncertainty for long-term migrants living and working in Malta. The demonstration comes as Kusi Dismark faces deportation after 13 years of living and setting up a business inMalta. The activists, which include Moviment Graffitti, Dance Beyond Borders, SOS Malta, aditus foundation and others, are calling for the release of Dismark and other individuals who, like Kusi, ‘have been living in Malta for over 5 years and more and have also been recently detained with a view to deportation. In a statement, the migrants outlined how they ‘worked for years, side-by-side with our Maltese colleagues, made friends, set up family and had children in Malta. We are part of Malta’s economic success, we have filled labour gaps, and we have contributed to a welfare system that we can never be beneficiaries of.’‘Our children know no other country, no other society but the Maltese one. They are, in fact, though not in law, Maltese.’European Parliament President Roberta Metsola too posted in favour of Kusi, saying that ‘deporting him now, just to make a political point, would be a failure of Malta’s laws, a failure of leadership and of our humanity’. The protesters will meet on Sunday 25th February at 15:00 at Ħamrun Square and will be walking to Valletta to present demands to parliament, inviting members of the migrant community, employers, friends and others who support the cause to join.#MaltaDaily ",https://maltadaily.mt/long-term-migrants-to-protest-uncertainty-this-sunday/
Malta Women’s Football Team Beat Faroe Islands 2-0,,"Malta’s women’s team began their VisitMalta Women’s Trophy campaign impressively by defeating the Faroe Islands at the Tony Bezzina Stadium. Alishia Sultana and Haley Bugeja secured a well-deserved victory with their goals, showcasing Malta’s dominance despite missing key players like captain Emma Lipman. Debutant Valentina Rapa contributed to Malta’s solid defensive performance. Throughout the game, Malta created numerous scoring opportunities, with Maria Farrugia and Brenda Borg coming close to scoring. The Faroe Islands had some chances but were thwarted by Janice Xuereb’s goalkeeping prowess. After the halftime break, Malta continued to dominate, with Bugeja assisting Sultana for the opener before adding another goal herself. Despite efforts from the Faroes to get back into the game, Malta maintained control. The match also saw the return of Jade Flask after a long injury layoff. Overall, Malta’s strong performance highlighted their potential in the tournament.#MaltaDaily Photo Source: Andre Farrugia",https://maltadaily.mt/malta-womens-football-team-beat-faroe-islands-2-0/
The Kase Arena & Andres Cases: Merging For Mobile Case Excellence,,"The Kase Arena, founded in 2019 by Kurt and Kursten during their university years, identified an unmet demand for football-themed phone cases, motivating them to enter the market Recognizing a gap in the market for football-themed phone cases, they ventured into the world of mobile accessories, eventually expanding their focus to include customised mobile cases.Not long after The Kase Arena started operating locally, Andres Cases emerged in 2020, inspired by the entrepreneurial success of Andre’s TikTok venture. Despite originating from different entrepreneurial backgrounds, both brands shared a common vision of delivering quality mobile cases to consumers.As fate would have it, the founders of The Kase Arena and Andres Cases saw an opportunity for collaboration rather than competition. They recognized the potential synergies between their respective brands and decided to merge, envisioning a stronger, more unified entity that could better serve their customer bases.Following months of planning and coordination, the merger became a reality, with Andres Cases now operating under The Kase Arena brand umbrella. This strategic move not only consolidated their market presence but also streamlined operations, allowing for enhanced efficiency and scalability.With an extensive range of mobile cases catering to various phone models, including Samsung, Apple, OnePlus, Xiaomi, and Huawei, customers now have access to over 150 different mobile models. Moreover, the inclusion of an exclusive Andres Cases collection further enriches the diverse selection of designs available on The Kase Arena’s website.One of the key highlights of the merged entity is its commitment to customization. The Kase Arena offers bespoke case designs tailored to meet the unique needs of each customer. Whether it’s a personal photo, favorite sports team logo, or a quirky design, customers have the freedom to create a case that truly reflects their personality.The launch of the merged platform marks a significant milestone in the journey of both The Kase Arena and Andres Cases. By joining forces, they have not only expanded their product offerings but also strengthened their position as a leading one-stop shop for mobile cases.As they embark on this new chapter together, the founders remain dedicated to delivering innovative products and unparalleled customer service. With their eyes set on the future, they are poised to continue reshaping the mobile accessories industry, one customized case at a time.#MaltaDaily ",https://maltadaily.mt/the-kase-arena-andres-cases-merging-for-mobile-case-excellence/
Greatest Days Musicals Cast Shout Out Malta’s Brillanti,,"The cast of Greatest Days, a renowned jukebox musical which features music and lyrics by Take That, were the latest massive musical cast to send their regards to the Brillanti contestants.As the contestants continue to face further challenges for the Quarter Finals, the UK cast had some words of encouragement for the young musical hopefuls who plan on making it to the next stage of Brillanti Season 3 Musicals. The Greatest Days musical received its world premiere under its original title ‘The Band’ at the Manchester Opera House back in September 2017 before embarking on a tour and opening at the Theatre Royal Haymarket at London’s West End in 2018. Tonight, more contestants will hope to make it to the semi-finals of season 3 of Brillanti, which has been turning heads of renowned musical theatre world giants since the premiere episode. #MaltaDaily ",https://maltadaily.mt/greatest-days-musicals-cast-shout-out-maltas-brillanti/
First Time Buyers Were 21% Of 2022 Residential Property Buyers,,"According to the Foundation for Affordable Housing, 21% of 2022’s residential property purchases were first time buyers. This suggests that a significant portion of the population is actively entering the market, indicating strong demand for accommodation, reflecting the aspirations and challenges faced by those seeking residence, the foundation said. However, the Foundation emphasizes the need to continue working to increase access to homeownership in our country. This percentage, while indicating that many Maltese have enough assets to invest in more than one property, also shows the need for a strong rental market with unprecedented levels. Therefore, there will be an increase in properties available for rent, which are not typically targeted towards first-time buyers. This new reality, where rental properties are increasing to meet strong demand, will inevitably lead to a lower percentage of tenants buying for the first time when compared to the total number of property purchases. Until this new demand normalizes and the market stabilizes and adjusts to modern realities, it is critical to implement measures that increase accessibility and inclusivity in the property market, particularly for those looking to become homeowners for the first time. This situation highlights the importance of widespread and coordinated strategies to ensure that every segment of society can benefit from the available opportunities.#MaltaDaily ",https://maltadaily.mt/first-time-buyers-were-21-of-2022-residential-property-buyers/
3-year-old Airstrike Survivor Visits Parliament,,"Three-year-old Selah, a survivor of the recent Israeli airstrike in Gaza, today visited Parliament and met with Speaker of the House Anġlu Farrugia, Leader of Opposition Bernard Grech, and other MPs present at the time.Tragically, the airstrike claimed the lives of her mother and brother, leaving Selah with severe injuries. Her heartwarming reunion with her father, facilitated by social media, was a beacon of hope amidst the tragedy.The dire state of healthcare in Gaza was underscored by the World Health Organization’s report that only 11 out of 36 hospitals in the region are functioning, with a drastic reduction in hospital bed capacity.The journey to Malta was made possible through the generosity of donors and the collaborative efforts of the Palestinian Embassy in Malta and the Maltese government.Yesterday, Prime Minister Robert Abela shared a snap of himself and Lydia Abela welcoming the young girl, stating that “we will take care of her in Malta, from our hearts.” Additionally, Minister for Home Affairs, Security, Reforms and Equality Byron Camilleri stated that, following a request for assistance, he is happy that Malta will once again enact a humanitarian role, rather than engaging in war.Those wishing to assist in bringing more injured Gazan children to Malta for medical treatment or to donate essential aid to Gaza are encouraged to contact the embassy at 27801200 or contribute via Revolut at 99619998 or BOV Mobile pay 99922000.#MaltaDaily",https://maltadaily.mt/3-year-old-airstrike-survivor-visits-parliament/
Here’s What Iconic Maltese Landmarks Would Look Like as LEGO Sets!,,"Malta Daily has embarked on a collaboration with AI to bring the island’s rich history and iconic landmarks to life in a unique way: through LEGO sets.The idea aims to capture the essence of Malta’s heritage, transforming Mosta’s Rotunda, Mellieha’s Red Tower, Fort St. Elmo in Valletta, The Triton Fountain in Valletta, and the Gozo Channel Ferry Terminal in Ċirkewwa into miniature LEGO marvels.Each set presents AI’s interpretation of the architectural details and cultural significance of these landmarks, presenting the LEGO set of Malta’s dreams based on publicly-available information and data.By combining traditional craftsmanship with modern technology, Malta Daily and AI are not only celebrating Maltese history but also inspiring future generations to explore and preserve it.Which set would you buy first?#MaltaDaily",https://maltadaily.mt/heres-what-iconic-maltese-landmarks-would-look-like-as-lego-sets/
Courage in Action: Sanaa El-Nahhal’s Journey to Aid Gaza,,"One Woman’s Brave Mission to Deliver Hope in the Midst of ConflictIn a remarkable display of courage and determination,Sanaa El-Nahhal, a Palestinian-Maltese woman, is embarking on a mission to ensure that vital donations reach the war-torn Gaza Strip.Loaded with food, clothing, and essential supplies collected by volunteers in Malta over several months, shipping containers bound for Gaza symbolise a beacon of hope amidst the devastation of conflict.El-Nahhal’s journey is fraught with challenges and dangers, yet her resolve remains unshakeable. Despite facing the grim reality of war and the potential risks involved, she boldly declares, “I am ready to die” to ensure that delivery of aid to those in need arrives. Her commitment underscores the humanitarian crisis unfolding in Gaza, where innocent civilians, including women and children, bear the brunt of violence and deprivation.El-Nahhal recognises the severity of the situation, speaking with a mix of determination and fear. Her description of the current fight as “death itself”, with indiscriminate attacks taking the lives of innumerable innocents, expresses her anxieties about it. Yet, she is driven by compassion and a sense of obligation to continue making a difference, even if it means making personal sacrifices.The journey to Gaza is not merely a physical one; it is also a testament to the resilience of the human spirit in the face of adversity. El-Nahhal’s unwavering determination to defy warnings and overcome obstacles reflects the profound desire to alleviate the suffering of her people, even at great personal risk.Behind El-Nahhal’s courageous endeavor lies a collective effort driven by compassion and solidarity. The Arabic Culture Information Society (ACIS), alongside the Maltese public, has rallied together to support the cause, demonstrating the power of community-driven initiatives in times of crisis. Through their tireless efforts, they have turned compassion into tangible action, offering a lifeline to those grappling with the harsh realities of conflict.The significance of these donations cannot be overstated. For Palestinians in Gaza, facing dire shortages of food, medicine, and basic necessities, every contribution represents a glimmer of hope amidst the darkness of despair. As Palestinian Ambassador Fadi Hanania emphasizes, these donations serve as a vital lifeline for a population grappling with unimaginable hardship.Despite the challenges that lie ahead, El-Nahhal’s mission embodies the spirit of resilience and solidarity. As she sets sail for Gaza, accompanied by the prayers and support of countless individuals, her journey serves as a beacon of hope in a region plagued by conflict and suffering. In her courageous pursuit of humanitarian relief, she reminds us of the power of compassion to transcend borders and bring light to the darkest of places.#MaltaDaily",https://maltadaily.mt/courage-in-action-sanaa-el-nahhals-journey-to-aid-gaza/
New Hospital for Same-Day Treatment to Open in Malta,,"In a recent interview with Malta Daily, Minister for Health and Active Ageing Jo Etienne shared insights into the government’s plans for a new hospital, designed specifically to cater to ‘day cases.’This approach to healthcare delivery aims to streamline the treatment process for patients requiring interventions or cures that can be administered within a day or, at most, by the following day. By focusing on this model, the new facility is set to improve efficiency in Malta’s healthcare system, drawing inspiration from successful implementations of similar models abroad.The introduction of this day-case centre is part of a broader strategy to enhance the efficiency and quality of healthcare services in Malta. The Minister emphasised that this initiative would significantly alleviate the pressure on Mater Dei Hospital by ensuring that patients needing longer hospital stays receive more focused in-patient care.This strategic move is expected to transform the healthcare landscape in Malta, making it more adaptable to the evolving needs of its population.#MaltaDaily",https://maltadaily.mt/new-hospital-for-same-day-treatment-to-open-in-malta/
TEDx Speaker & Best-Selling Author David JP Phillips is Coming to Malta!,,"David JP Phillips, the renowned TEDx Speaker, Author, Master Storyteller, and Communication Connoisseur, is set to grace Malta with his presence at the cutting-edge business conference “Mind the Gap: Connecting Generation XYZ.”This event, hosted by Business Leaders Malta in collaboration with Malta Daily, aims to bridge generational divides within the professional sphere and beyond, offering insights and strategies for effective cross-generational communication.Phillips, whose expertise in communication has led to the creation of world-class educational materials, began his remarkable journey as the founder of a successful IT company at the tender age of 20. Today, he is celebrated as one of the leading minds in the field of communication, sought after globally for his insights and transformative communication strategies.The conference, scheduled for the 15th of March, 2024, at the Mediterranean Conference Centre, promises to be a landmark event, bringing together a panel of distinguished experts to share their knowledge and experience. David JP Phillips’ participation underscores the high caliber of discourse expected at the event, making it a must-attend for professionals eager to enhance their communication skills across generational lines.Attendees are encouraged to secure their tickets as soon as possible, to seize the opportunity to learn from and engage with some of the greatest minds in the business and communication sectors.Don’t miss this game-changing opportunity and get your tickets now: https://businessleadersmalta.com/mind-the-gap/#MaltaDaily",https://maltadaily.mt/tedx-speaker-best-selling-author-david-jp-phillips-is-coming-to-malta/
Fabian & Keith Demicoli Join Forces for First-Ever TV Collab Project,,"In the world of Maltese media, the Demicoli brothers, Fabian and Keith, stand out as two of the most recognisable faces. After years of contributing individually to numerous well-known media projects, they have developed a reputation and a beloved local profile that few can match.Now, for the first time ever, the brothers are joining forces in a collaboration that is eagerly anticipated by followers and industry insiders alike.A recent social media post by Fabian has set the internet abuzz, with the brothers posing in front of an iconic bridge in Australia, hinting at a “special” TV project that is in the works. This marks their first collaborative venture, and the details, while still under wraps, promise to offer something unique and engaging for their audience.Mysterious as it may be, the teaser has successfully sparked a wave of speculation and will air for the first time on April 3rd, 2024 at 8:30, with more details to be revealed soon.Given their track record of success and the affection they command among Maltese viewers, the project is poised to be a significant addition to their illustrious careers.#MaltaDaily",https://maltadaily.mt/fabian-keith-demicoli-join-forces-for-first-ever-tv-collab-project/
Man Faces Charges After Trafficking 54kg of Cannabis,,"A 47-year-old Sicilian man, Fabio Nastasi, was extradited to Malta from Spain with the aid of a European Arrest Warrant. He faced charges related to the trafficking of 54 kilograms of cannabis.Appearing before Magistrate Rachel Montebello, Nastasi pleaded not guilty to charges of conspiring to deal with, trafficking, and possessing the drugs with intent to sell before June 2023. The cannabis was valued at approximately €880,000. Legal representation for the accused was provided by lawyers Matthew Xuereb and José Herrara.Police Inspector Mark Anthony Mercieca informed Magistrate Montebello that Sicilian Santo Arena was apprehended in June 2023 in connection with the discovery of roughly 54 kilograms of cannabis in St. Paul’s Bay. Nastasi was subsequently charged with trafficking and aggravated possession of the drugs.During court proceedings, Santo Arena disclosed that Fabio Nastasi had paid him to conceal and store the drugs at his residence in St. Paul’s Bay. Following widespread media coverage, police received information that Nastasi had fled the country.#MaltaDaily",https://maltadaily.mt/man-faces-charges-after-trafficking-54kg-of-cannabis/
‘Free Palestine’ Chants Erupt as 3-Year-Old Selah Arrives in Malta,,"Three-year-old Gaza airstrike survivor Selah arrived in Malta to a powerful chorus of “Free Palestine” chants at the Malta International Aiport.Selah is a survivor of a devastating airstrike in Gaza that tragically took the lives of her mother and brother, leaving her with severe injuries. The young girl was reunited with her father through the connective power of social media.Malta’s Prime Minister, Robert Abela, extended a warm welcome to Selah, assuring that the nation would care for her “from the heart.” Minister for Home Affairs, Security, Reforms and Equality Byron Camilleri stated that, following a request for assistance, he is happy that Malta will once again enact a humanitarian role, rather than engaging in war.A touching video shared by the Instagram account @palestine.mt shows Selah blowing a kiss to the crowd gathered at Malta International Airport. This poignant moment resonated with many, highlighting the innocence caught in the crossfire of conflict and the global community’s role in healing and rebuilding the lives of the youngest survivors.#MaltaDaily",https://maltadaily.mt/free-palestine-chants-erupt-as-3-year-old-selah-arrives-in-malta/
Man Stabbed in Paola Taken to Hospital,,"A man was rushed to Mater Dei Hospital following an incident in which he was stabbed with a pointed object on Lampuka Street, Paola.The attack left the man with injuries that required immediate medical attention. A medical team responded promptly, with the victim briefly speaking to the police before being taken to Mater Dei.In connection with the stabbing, the aggressor has been detained by the police, and an investigation into the circumstances surrounding the incident is currently in progress.The identities of both the victim and the aggressor have not been disclosed to the public as of yet.More on the story as it develops.#MaltaDaily",https://maltadaily.mt/man-taken-to-hospital-after-being-stabbed-in-paola/
Maltese Actor Joins Cast of Prestigious Musical ‘Sister Act’,,"Maltese performer Damian Buhagiar has recently joined the cast of the UK’s prestigious musical ‘Sister Act,’ a production celebrated worldwide for its enduring popularity and compelling storytelling.The cast marked their first day of rehearsals on Monday, embarking on a journey to bring this beloved story to life once again. ‘Sister Act’ tells the uplifting tale of a woman who finds refuge in a convent after witnessing a crime, only to inspire the convent’s choir to new heights with her unique music and spirit. The musical has captivated audiences globally with its humour, heart, and soul-stirring music.Buhagiar’s involvement in such a significant production underscores his achievements in the performing arts and highlights the international reach of Maltese talent. His participation in ‘Sister Act’ not only represents a personal milestone but also serves as an inspiration to aspiring performers from Malta and beyond, showcasing the possibilities that await those who pursue their passions with dedication and hard work.Break a leg Damian!#MaltaDaily",https://maltadaily.mt/maltese-actor-joins-cast-of-prestigious-musical-sister-act/
Local school breaks heartwarming record,,"St. Clare College Pembroke Secondary School has achieved a remarkable feat by creating the longest chain made entirely of paper hearts, setting a unique record. Each paper heart, meticulously crafted by students, carried a heartfelt and lovely message.With the collaboration of all staff and students, the school assembled a total of 1,055 paper hearts, forming a stunning chain displayed in the school halls for everyone to admire. The official recognition was granted by Mr. Jeffery Saliba from ‘The Malta Records,’ who carefully counted and confirmed the total length of the chain to be 216 meters.Mr. Lino Borg, the Head of School, expressed immense pride and gratitude for the school’s extraordinary accomplishment, emphasizing the collective effort and unity defining St. Clare College Pembroke Secondary School.In a statement, the school highlighted the significance of the paper heart chain, portraying it as a powerful symbol of love and unity that binds everyone together. It is expected to serve as a source of hope and joy for all students, inspiring a sense of connection and solidarity#MaltaDaily",https://maltadaily.mt/local-school-breaks-heartwarming-record/
Maltese Magician Performs at World’s Largest Magic Convention,,"Maltese magician Gwilym Bugeja recently took part in the Blackpool Magic Convention, held at Winter Gardens in Blackpool.This event is known as the largest magic convention in the world, attracting prominent figures from the magic entertainment industry. Bugeja’s performance placed him alongside these notable names, offering him a unique platform to showcase his skills.Following his performance, Bugeja expressed his thoughts on social media. In a Facebook post, he described the experience as “incredible fun” and voiced his appreciation for the opportunity to perform in front of an audience that shares his enthusiasm for magic. He thanked everyone who came to see him perform and hoped they found the experience as enjoyable as he did.Bugeja’s participation in the Blackpool Magic Convention highlights his standing in the magic community and his ability to engage with audiences at a high-profile event. His journey from Malta to one of the most significant stages in the magic world underscores his dedication to his craft and his success in captivating audiences with his performances.Kudos Gwilym!#MaltaDaily",https://maltadaily.mt/maltese-magician-performs-at-worlds-largest-magic-convention/
"€700,000 Support for Cultural Festivals and Heritage",,"In a move to bolster the vibrant cultural landscape of Malta and Gozo, the Minister for National Heritage, Arts, and Local Government, Owen Bonnici, unveiled the Artistic Heritage Scheme, injecting €700,000 into vital sectors of Maltese festivals. This significant funding marks a 45% increase in investment compared to previous years, demonstrating the government’s commitment to nurturing and sustaining the rich tapestry of local festivities.The scheme, administered by the Maltese Council for the Arts, targets three key pillars of Maltese festivals: band associations, firehouses, and scaffolding associations. Minister Bonnici emphasized that the initiative aims to fortify these integral components of Maltese identity, ensuring their continued growth and contribution to the cultural heritage cherished by both residents and visitors alike.Highlighting the UNESCO recognition of Maltese festivals as intangible world heritage, Minister Bonnici stressed the added responsibility to safeguard and promote this invaluable heritage. The Artistic Heritage Scheme thus serves as a crucial mechanism to support and advance the unique Maltese festival tradition, rooted in centuries-old customs and practices.Mary Ann Cauchi, Director for Funds and Strategy at the Maltese Council for the Arts, outlined the 2025 Strategy’s focus on empowering artists and professionals across all sectors, including traditional and local environments. The scheme reflects a commitment to enriching Malta’s social and cultural fabric while fostering community engagement and preserving local identities.Rita Falzon, Head of Funding at the Maltese Council for the Arts, underscored the scheme’s role in promoting artistic diversity and professionalism within the sector. By providing financial incentives and support, the scheme encourages innovation and collaboration, driving the evolution of Maltese cultural expression.Under the Artistic Heritage Scheme, eligible projects can receive up to 100% funding, with band clubs eligible for a maximum of €8,000 per project and firehouses and scaffolding associations able to request up to €5,000 in funds. Eligible projects encompass a wide range of activities, including music training, restoration, safety equipment procurement, and socio-cultural initiatives, reflecting the diverse facets of Maltese festival culture.The scheme will open twice in 2024, with deadlines on April 2nd and October 8th, providing ample opportunities for stakeholders to access vital funding support for their projects. Minister Bonnici urged festival organizers and cultural stakeholders to seize this opportunity to contribute to the preservation and evolution of Malta’s rich cultural heritage.#MaltaDaily",https://maltadaily.mt/e700000-support-for-cultural-festivals-and-heritage/
